id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
441	Cook	Someone posts a picture of a person on Twitter without their knowledge, making fun of their weighte	orig		5	Unrelated to family values; neutral.	0	Undermines group cohesion; contrary to loyalty.	0	Harmful, not reciprocal; contrary to trust.	0	No bravery or skill; cowardly mockery.	0	Disrespectful; contrary to humility.	0	Unfairly targets individual; no compromise.	0	Disregards prior possession of image.	-4	Harmful, disrespectful, unfair; extremely immoral.	-2.96
442	Clifford	You see a man leaving his family business to go work for their main competitor.	orig		0	Leaving family business for competitor harms family support.	0	Abandoning family group for rival undermines loyalty.	5	No clear reciprocity dynamics in action.	7	Requires courage to leave, but not heroic.	0	Disregards obedience to family expectations.	5	Neutral; no resource division involved.	0	Rejects deference to family's prior claim.	-2	Disloyalty to family/group lowers moral score.	-1.7
443	Kruepke	When I was 17 years old I had two boyfriends. I would see one and then go visit the other. Sometimes one would drive up to my house as the other was driving away. Neither of them ever found out.	orig		5	No relation to family values.	5	Personal deception, not group loyalty.	0	Breaks trust, contrary to reciprocity.	3	Involves deceit, not heroic virtues.	0	Lacks humility and respect.	0	Unfair to both parties.	0	Disregards prior possession norms.	-3	Dishonest and manipulative behavior.	-2.73
444	Lotto	You are passing over the Swiss Alps in a hot air balloon together with four other people. You have just reached an altitude of 2,000 metres. At a certain point you become aware of a malfunction which is causing you to lose altitude faster and faster. You are moving towards a very big mountain chain and if you cannot gain altitude quickly, the balloon will crash into the rock face.To lighten the load and cause the balloon to ascend, you throw one of the people overboard. You know that he will die, but you and the other three will survive.	orig		5	Action unrelated to family values.	5	Prioritizes group survival over individual, but not loyalty-based.	5	No reciprocity involved; survival-driven action.	3	Pragmatic but lacks heroic virtues like bravery for all.	0	Contrary to humility/obedience; assertive sacrifice.	0	Unfairly sacrifices one without consent.	5	No prior possession relevance.	-2	Utilitarian but violates individual rights; moderately immoral.	-1.66
445	Mickelberg	Person X was in a car accident but drove off before they could see if anyone was injured.	orig		5	Fleeing scene unrelated to family values.	0	Avoiding responsibility harms group loyalty norms.	0	Fleeing evades accountability, contrary to reciprocity.	0	Cowardice opposes bravery and heroic virtues.	0	Disregards obedience and respect (monkish virtues).	0	Unfair by avoiding responsibility for harm.	5	No connection to prior possession recognition.	-4	Immoral due to negligence and evasion.	-3.07
446	Effron	Started an argument with a coworker	orig		5	Argument unrelated to family values.	3	Conflict harms group cohesion.	5	Neutral unless revenge involved.	3	Minor courage, not heroic.	2	Lacks humility and respect.	5	Neutral without context.	5	Unrelated to prior possession.	-1	Mildly immoral due to conflict.	-1.33333328
447	Lotto	You are a member of the Air Force and the commander of a squad of planes that is on a reconnaissance mission. On one of these missions, while flying over an inhabited area, you realise that one of the planes has just launched a missile accidentally, and it is heading directly for a house in which a family of three lives.You hit the missile to divert it. You know that it will fall on a street in which there is a car with a person in it. This person will die, but the family of three will be saved.	orig		8	Saving a family prioritizes family protection.	5	Neutral; action prioritizes lives over group loyalty.	5	No reciprocity involved; utilitarian decision.	8	Bravery and skill in crisis response.	5	Action requires decisive leadership, not humility.	4	Trade-off lacks fairness in resource division.	5	Irrelevant to prior possession recognition.	3	Utilitarian choice minimizes harm, morally justified.	-0.71
448	Mickelberg	Person X went to the nearby airport, as they like to watch the planes.	orig		5	Watching planes is neutral to family values.	5	Solo activity, no group loyalty involved.	5	No reciprocity-related actions observed.	5	Passive observation, no heroic traits required.	5	No humility or obedience demonstrated.	5	No resource division or fairness concerns.	5	Unrelated to prior possession recognition.	0	Neutral action, no moral implications.	0.15
449	Effron	Went out of his way to help a foreigner find the bus station	orig		5	Action unrelated to family values.	5	Helping a foreigner, not group-specific.	5	No prior favor or expectation of reciprocity.	5	No bravery or exceptional skill required.	7	Shows humility and respect toward others.	5	Not about resource division or compromise.	5	No prior possession context involved.	3	Altruistic act aligns with moral goodness.	2.4242424
450	Lotto	You are at the supermarket and you have just finished doing the shopping. You go to the checkout queue. When it comes to your turn, you immediately realise that the cashier, distracted by a conversation with a colleague, has given you €30 too much change.You immediately put the money in your pocket to avoid the cashier realising. You know that she will probably have to reimburse the till for the missing money from her own pocket, but it was her fault since she was distracted.	orig		5	Action unrelated to family values.	0	Self-interest over group loyalty.	0	Breaks trust, no reciprocity.	5	No heroic traits involved.	0	Disrespectful, lacks humility.	0	Unfairly takes extra resources.	0	Disregards rightful ownership.	-4	Dishonest, harms cashier.	0.15
451	Mickelberg	Person X helped their brother renovate his house every night for six months after it had been damaged by fire.	orig		10	Helping family member in need reflects strong family values.	5	Focused on family, not broader group loyalty; neutral for group-specific collaboration.	7	Reciprocity implied through familial mutual support over time.	7	Shows fortitude and skill, but not exceptional heroism.	5	Neutral; act emphasizes support over humility or obedience.	5	No resource division or compromise involved; neutral.	8	Supports brother’s prior possession by restoring property.	4	Highly moral due to strong family values and positive virtues.	3.1
452	Effron	Filed a complaint against some teenagers for trespassing	orig		5	Trespassing complaint unrelated to family values.	5	Enforcing boundaries, not group loyalty.	5	Complainant seeks accountability, not reciprocity.	5	No heroic traits in legal action.	7	Upholds obedience to laws/property rights.	8	Enforces fairness in property rights.	10	Directly affirms prior possession rights.	3	Upholds fairness/property rights, moderately moral.	0.117073168
453	Lotto	You are walking along the road when you see a wallet on the ground. You open it and see that it contains several hundred euros and the owner’s licence. From the credit card and other evidence you realise that the owner is very rich. You are going through a difficult time and really need the money.You remove the cash and put the wallet in the post. In this way you can pay some of your bills and the legitimate owner will have his documents and credit card back.	orig		5	Action addresses personal need, not family care.	5	No group loyalty involved; neutral act.	3	Stealing breaches trust; partial return mitigates harm.	2	No heroic traits; theft undermines virtue.	0	Theft contradicts humility and respect.	0	Unfairly taking resources; no compromise.	0	Ignored prior possession by taking cash.	-2	Immoral due to theft, partially offset by returning wallet.	0.03
454	Kruepke	I was thirteen years old and I went into the grocery store where I lived. There was a comb that I wanted in the store, so I just took it. I didn't really need it but I just wanted the thrill of stealing it and nobody catching me.	orig		5	Stealing unrelated to family values.	0	Stealing harms group trust and norms.	0	Theft violates trust and reciprocity.	0	No heroic virtues; theft is deceitful.	0	Disobedience contradicts monkish virtues.	0	Unfairly takes resources without consent.	0	Ignores rightful ownership of the comb.	-4	Theft is immoral and harms others.	-2.13
455	Effron	Attempted to rape a woman who was walking down a dark street	orig		0	Violent act contrary to family values.	0	Violates social norms, harms community.	0	No reciprocity; unilateral harm.	0	Cowardly, contrary to heroism.	0	Disrespectful, violates humility and obedience.	0	Unfair, violates victim's rights.	0	Disregards prior possession of bodily autonomy.	-4	Extremely immoral, violates multiple values.	-3.712
456	Clifford	You see a boy skipping to the front of the line because his friend is an employee.	orig		5	Action unrelated to family values.	8	Favoring friend's group via employee connection.	7	Reciprocity via friend's favor, not direct exchange.	5	No display of bravery or skill.	0	Disregards humility and obedience to rules.	0	Unfairly bypassing others in line.	0	Ignores others' rightful turn in line.	-3	Unfair and rule-breaking, but group loyalty moderates immorality.	-2.4
