id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		The woman throwing the stapler	She acted out of frustration to stop the disruption	The colleague snoring during her talk	The colleague was disrespectful or unaware of their disruption	1.0	Using violence as a universal law would harm autonomy and dignity.	-3.0	Violence treats others as mere means, violating moral duty.	-3.0	test	-2.3255351801175785	-2.2335522174835205
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		The student who did not do his part but received an A.	The agent acted dishonestly, prioritizing personal gain over fairness.	The other group members who completed the project.	The affected party expected equitable contribution and fair evaluation.	1.0	Using others as means for unearned success violates universalizability.	-3.0	Exploiting peers' labor is unethical and undermines trust.	-2.8	test	-2.3255351801175785	-2.2335522174835205
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		The student copying the answer sheet	The agent acted to gain unfair academic advantage, disregarding honesty.	The classmate, teacher, and other students	The affected parties value fairness, academic integrity, and trust.	1.0	Cheating cannot be universalized; it undermines trust and fairness.	-4.0	Cheating treats others as means, violating moral duty.	-3.4	test	-2.3255351801175785	-2.2335522174835205
352	Effron	Started a false rumor about someone	orig		The person who started the false rumor	The agent acted intentionally to deceive or harm	The person about whom the rumor was spread	The affected party is a rational being deserving dignity	0.0	Uses others as means; maxim of deception cannot be universalized	-4.0	Violates treating humanity as ends, thus extremely immoral	-2.672	test	-2.859052438784697	-3.0333807468414307
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		The person taking care of their mother	The agent assumed they knew what was best for their mother's health.	The mother	The mother was assumed to be avoiding necessary care despite needing it.	3.0	Forcing action disregards autonomy; universalizing coercion violates treating others as ends.	-1.0	Good intent but undermines autonomy; partial moral failure.	0.62	test	-1.2585006627833408	-1.1779344081878662
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		The teacher	The agent assumes personal bias over professional duty to support their own students.	The teacher's students and the competing school	Students may feel demoralized; the other school gains unintended advantage.	2.0	Favoring others undermines universal duty to support one's group; treats students as means.	-2.0	Fails to respect students' efforts as ends, prioritizing personal bias over fairness.	-1.9	test	-1.7920179214504597	-1.720810890197754
355	Mickelberg	Person X did all the repair work on their car.	orig		Person X	Assumed to act autonomously and responsibly in maintaining their property.	Other road users and society	Deserve safety and not to be endangered by negligent vehicle maintenance.	10.0	Proper repairs uphold safety, universalizing respect for others as ends.	4.0	Promotes universal safety, aligning with moral duty.	0.6	test	2.47612014788649	2.484351396560669
356	Effron	Ridiculed a handicapped child by making fun of him	orig		A classmate	The agent acted intentionally to mock the child, disregarding their dignity.	The handicapped child	The child is vulnerable and deserving of respect as a person with inherent dignity.	0.0	Ridiculing treats the child as a means, violating universal respect.	-4.0	Extreme disrespect undermines humanity, making it immoral.	-3.296	test	-2.859052438784697	-3.0333807468414307
357	Effron	Refused to help a child fix his bicycle	orig		The adult who refused to help the child	The agent was capable of assisting but chose not to	The child needing bicycle repair assistance	The child required help and could not fix the bicycle alone	3.0	Refusing aid undermines universal goodwill; treats child as means, not end.	-2.0	Failing to assist disregards moral duty to humanity; moderately immoral.	-1.3473684	test	-1.2585006627833408	-1.1779344081878662
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		Person X	Assumed autonomy and rational capacity to choose leisure activities.	Café staff and other patrons	Assumed consent and mutual respect in shared social spaces.	9.0	Action respects others' autonomy; universalizing café patronage is sustainable.	4.0	Respectful, non-exploitative action aligns with moral duty.	0.29	test	1.9426028892193714	1.9095394611358643
359	Effron	Bought food for everyone in the office	orig		Employee	Acted out of goodwill to foster camaraderie.	All office employees	Appreciated the gesture, benefiting their well-being.	8.0	Action addresses others' needs, treating them as ends. Universalizing promotes mutual support.	3.0	Positive action respecting others' dignity, hence morally acceptable.	2.27692296	test	1.4090856305522528	1.329278826713562
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		You (the person pushing the individual off the tower)	Assumed the agent prioritized saving four lives over one via utilitarian reasoning.	The person pushed off the tower	Assumed the affected party was expendable to save others (treated as a means).	0.0	Using a person as bait violates treating humanity as an end in itself.	-4.0	Sacrificing a person as a mere means is fundamentally immoral under Kantian ethics.	-1.47	test	-2.859052438784697	-3.0333807468414307
