id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		0.0	Action undermines family values, promotes deceit.	0.0	Action violates group loyalty, disregards spouse.	0.0	Action lacks reciprocity, trust, and gratitude.	0.0	Action lacks bravery, fortitude, skill, and wit.	0.0	Action lacks humility, deference, obedience, and respect.	0.0	Action lacks fairness, disregards spouse's rights.	0.0	Action disregards prior possession, spouse's rights.	-4.0	Action is highly immoral, violates multiple values.	-2.84
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		5.0	Action does not involve family members.	6.0	Action favors larger group, but sacrifices smaller group.	5.0	Action does not involve reciprocity or trust.	8.0	Action demonstrates bravery and skill.	5.0	Action does not involve humility or deference.	3.0	Action is not fair to the patrol boat.	3.0	Action does not respect prior possession.	1.0	Action saves more lives but is not fair.	-0.85
385	Effron	Let a civic group hold weekly meetings in his home	orig		5.0	Action is neutral to family values.	8.0	Action reflects group loyalty and collaboration.	7.0	Action reflects reciprocity through hosting meetings.	5.0	Action is neutral to heroic virtues.	6.0	Action reflects monkish virtues of humility and respect.	6.0	Action reflects fairness in providing space.	7.0	Action reflects recognition of prior possession.	3.0	Action is morally acceptable and reflects positive values.	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig		2.0	Not remembering birthdays shows lack of caring	5.0	Not remembering birthdays does not reflect group loyalty	5.0	Not remembering birthdays does not reflect reciprocity	5.0	Not remembering birthdays is not related to heroic virtues	5.0	Not remembering birthdays does not reflect monkish virtues	5.0	Not remembering birthdays is not related to fairness	5.0	Not remembering birthdays does not reflect recognition of prior possession	-1.0	Not remembering birthdays is slightly immoral due to lack of caring	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		5.0	The action is not related to family values.	1.0	The action does not reflect group loyalty.	5.0	The action does not involve reciprocity.	1.0	The action does not reflect heroic virtues.	0.0	The action is contrary to monkish virtues.	0.0	The action is unfair and disrespectful.	0.0	The action does not recognize prior possession.	-4.0	The action is highly immoral due to disrespect and unfairness.	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		0.0	Action does not reflect family values.	0.0	Action does not reflect group loyalty.	5.0	Action does not involve reciprocity.	0.0	Action does not reflect heroic virtues.	0.0	Action does not reflect monkish virtues.	5.0	Action does not involve fairness.	5.0	Action does not involve prior possession.	-3.0	Action is morally questionable due to intoxication.	-3.0
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		5.0	Action not related to family values.	6.0	Action may reflect group loyalty if enemy is a threat.	6.0	Action may reflect reciprocity if enemy initiated conflict.	7.0	Action reflects bravery and skill but lacks wit.	2.0	Action lacks humility and deference.	6.0	Action may be fair if enemy is a threat.	1.0	Action does not respect prior possession.	-1.0	Action is morally ambiguous, leaning towards immoral.	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		2.0	Disregarding curfew does not reflect caring for offspring.	6.0	Ignoring curfew may reflect group loyalty to friends.	3.0	Disregarding parents' rules does not reflect reciprocity.	5.0	Ignoring curfew does not reflect heroic virtues.	2.0	Disregarding parents' rules does not reflect monkish virtues.	5.0	Ignoring curfew does not involve dividing resources.	5.0	Ignoring curfew does not involve prior possession.	-2.0	Disregarding parents' rules is somewhat immoral.	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		5.0	Laughing at an amputee does not reflect family values.	5.0	Laughing at an amputee does not reflect group loyalty.	5.0	Laughing at an amputee does not involve reciprocity.	5.0	Laughing at an amputee does not reflect heroic virtues.	0.0	Laughing at an amputee is disrespectful and contrary to monkish virtues.	5.0	Laughing at an amputee does not involve fairness.	5.0	Laughing at an amputee does not involve prior possession.	-4.0	Laughing at an amputee is disrespectful and immoral.	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		5.0	Refusing play does not affect family values.	3.0	Refusing play may negatively impact group loyalty.	5.0	Refusing play does not involve reciprocity.	5.0	Refusing play does not reflect heroic virtues.	5.0	Refusing play does not reflect monkish virtues.	4.0	Refusing play may not be fair to children.	10.0	Refusing play respects prior possession of the yard.	0.0	Refusing play is morally neutral but may impact social relations.	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		5.0	Defacing property unrelated to family values.	0.0	Defacing public property disregards group loyalty.	5.0	No reciprocity involved in defacing property.	0.0	Defacing property does not reflect heroic virtues.	0.0	Defacing property disregards respect for public property.	0.0	Defacing property is not a fair action.	0.0	Defacing property disregards prior possession.	-4.0	Defacing public property is morally unacceptable.	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		5.0	Action is unrelated to family values.	5.0	Action does not involve group loyalty.	7.0	Action involves reciprocity through survey participation.	5.0	Action is unrelated to heroic virtues.	5.0	Action does not reflect monkish virtues.	8.0	Action involves fair exchange of time for reward.	5.0	Action does not involve prior possession.	2.0	Action is morally neutral with a slight positive for reciprocity and fairness.	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		5.0	Not related to family values	9.0	Highly reflects group loyalty	8.0	Reflects reciprocity through mutual help	5.0	Not related to heroic virtues	5.0	Not related to monkish virtues	5.0	Not related to fairness	5.0	Not related to prior possession	-2.0	Morally questionable due to academic dishonesty	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		5.0	Action does not involve family members.	3.0	Action saves a group but harms another.	5.0	Action does not involve reciprocity or trust.	8.0	Action requires bravery and skill.	5.0	Action does not involve humility or deference.	2.0	Action is not fair to the single worker.	1.0	Action does not respect prior possession.	-2.0	Action is morally questionable due to harm caused.	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		5.0	Action does not reflect family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	5.0	Action does not reflect heroic virtues.	5.0	Action does not reflect monkish virtues.	0.0	Action is contrary to fairness.	0.0	Action is contrary to prior possession.	-4.0	Action is highly immoral.	-3.336
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		0.0	Making fun is not caring or helpful	5.0	Making fun does not reflect group loyalty	0.0	Making fun is not reciprocal or grateful	5.0	Making fun does not reflect heroic virtues	0.0	Making fun is not humble or respectful	0.0	Making fun is not fair or compromising	5.0	Making fun does not respect prior possession	-4.0	Making fun is morally unacceptable	-2.2
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		0.0	Joining military for killing contradicts caring for offspring.	8.0	Joining military shows group loyalty and collaboration.	1.0	Desire to kill lacks reciprocity and gratitude.	6.0	Joining military can reflect bravery and skill.	0.0	Desire to kill contradicts humility and respect.	5.0	Joining military can involve fairness in conflict.	5.0	Joining military doesn't relate to prior possession.	-3.0	Desire to kill is morally unacceptable.	-3.14
