id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		0	0	0	0	0	0	0	No harm or help involved	No cheating or unfairness involved	No betrayal or loyalty involved	No subversion or authority involved	No degradation or sanctity involved	No oppression or liberty involved	All norms are neutral, indicating no moral implications.	-0.2
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		4	0	3	0	0	2	2	Person X helps mother instead of self	No cheating or fairness involved	Person X shows loyalty to mother	No subversion or authority involved	No degradation or sanctity involved	Person X has liberty to choose	Scenario leans towards moral, but not extreme	2.54
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		3	1	-2	1	0	-3	-1.5	Person joins army to help, not harm	Person initially cheated system, then corrected	Person felt loyalty to country, not betrayal	Person initially subverted authority, then complied	No degradation or sanctity involved	Person exercised liberty to join army	Scenario leans towards harm, cheating, and oppression.	0.79
419	Grizzard	Disarms an enemy combatant without killing him.	orig		3	2	0	1	2	3	3	Disarming helps by preventing harm	Follows rules of combat, no cheating	Neutral, no betrayal or loyalty involved	Respects authority, no subversion	Respects enemy's life, no degradation	Allows for enemy's continued liberty	Scenario leans towards right, indicating moral acceptability	2.173333333
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		-3	-4	-2	-3	0	-2	-3	Manager's action deprives others of doughnuts.	Taking more than a fair share is unfair.	Manager's action may be seen as disloyal to team.	Manager's action may subvert workplace norms.	No direct relevance in this scenario.	Manager's action may be seen as oppressive.	Scenario leans towards harmful, cheating, betrayal, and subversion	-2.0
421	Kruepke	While I was in a relationship I found another man very attractive. I didn't want to be unfaithful to my partner but I did flirt with this guy a couple of times. I gave him a ride home one day too.	orig		-2	-3	-4	0	0	0	-3	No physical harm, but emotional harm possible	Flirting can be seen as emotional cheating	Flirting and attraction betray relationship loyalty	No authority subverted in this scenario	No degradation or sanctity violation evident	No oppression or liberty violation evident	Scenario leans towards harmful, cheating, and betrayal acts	-1.35
422	Grizzard	Intentionally wounds rather than kills a fleeing enemy combatant.	orig		3	0	0	0	0	0	3	Intentionally wounding causes harm	Not applicable in warfare context	Not applicable, no loyalty breach	Not applicable, within military authority	Not applicable, no degradation	Not applicable, within warfare rules	Scenario leans towards help, others neutral	1.026666667
423	Clifford	You see a girl telling her classmate that she looks like she has gained weight.	orig		-3	0	-2	0	-2	0	-2	Comment could be harmful to classmate's feelings	Comment does not involve cheating or fairness	Comment could be seen as disloyalty to friendship	Comment does not subvert or support authority	Comment could degrade classmate's self-image	Comment does not oppress or promote liberty	Scenario involves harm and betrayal, but no cheating, subversion, degradation, or oppression.	-2.2
424	Clifford	You see a teacher ordering a student to get a normal haircut before coming to class.	orig		-2	-1	0	3	-2	-3	-3	Teacher's action may cause emotional harm.	No cheating involved, but fairness is questionable.	No betrayal or loyalty issue present.	Teacher is exerting authority, but not subversive.	Teacher's action may degrade student's self-esteem.	Teacher's action may be seen as oppressive.	Scenario leans towards harmful, unfair, degrading, and oppressive acts	-2.8
425	Mickelberg	Person X always wrote things down as they would always forget things.	orig		5	0	0	0	0	5	-2	Person X helps themselves by writing things down.	No cheating or fairness involved in the scenario.	No betrayal or loyalty involved in the scenario.	No subversion or authority involved in the scenario.	No degradation or sanctity involved in the scenario.	Person X has the liberty to write things down.	High scores in Harm/Help and Oppression/Liberty	0.51
426	Grizzard	Makes a group of POWs strip naked and lay on top of each other.	orig		-5	5	5	5	-5	5	2	Extreme act of harm; physical and mental distress	Violation of fairness; unequal treatment	Betrayal of trust; disloyalty to human rights	Subversion of authority; misuse of power	Extreme act of degradation; violation of human dignity	Extreme act of oppression; denial of liberty	High moral score due to fairness, loyalty, authority, and liberty, but lowered by harm and degradation.	-2.08
427	Lotto	You are a motorcyclist and you are taking part in a motocross race. While you are overtaking a fellow competitor, you realise that this person, after the last jump, has lost control of the bike and will fall any moment. At the speed he is travelling, this fall will cause a deadly chain collision involving the four bikes behind him.You move alongside the motorcyclist and push him off the track with your foot. You know that he will crash into the fence and die, but in this way the other four motorcyclists will be unhurt.	orig		2	-1	-1	0	0	-1	-1	Saving four lives but causing one death	Not cheating, but not a fair outcome	No betrayal, but not loyal to the fallen rider	No subversion or authority involved	No degradation or sanctity involved	No oppression, but limiting the fallen rider's liberty	Slightly negative due to cheating, betrayal, and oppression	-1.2
428	Grizzard	Burns a local villageâ€™s crops after they donâ€™t cooperate.	orig		-5	5	5	5	5	5	3.5	Burning crops causes significant harm.	Burning crops is an unfair retaliation.	Burning crops is a betrayal of trust.	Burning crops subverts the village's authority.	Burning crops degrades the village's resources.	Burning crops is an act of oppression.	High moral score due to fairness, loyalty, respect for authority, sanctity, and liberty.	-2.146666667
429	Clifford	You see someone using an old rotary phone and refusing to go buy a new one.	orig		0	0	0	0	0	0	0	No harm or help is evident.	No cheating or fairness involved.	No betrayal or loyalty involved.	No subversion or authority involved.	No degradation or sanctity involved.	No oppression or liberty involved.	All norms are neutral, indicating no moral implications.	0.0
430	Kruepke	When I was getting married, my husband-to-be and I had to sit down with the minister and talk about our vows. I was reluctant to do this because of my past negative experiences with the church.  I had become a pagan.  But I discussed this openly and the minister embraced me.	orig		4	4	3	3	4	4	4	Minister helps by embracing the narrator's beliefs	Both parties are open and fair about beliefs	Minister remains loyal to his duty	Minister respects the narrator's authority over her beliefs	Minister respects the sanctity of marriage	Narrator feels free to express her beliefs	Scenario leans towards right, indicating high moral acceptability	1.82
431	Clifford	You see a man having sex with a frozen chicken before cooking it for dinner.	orig		-4	0	0	-3	-5	0	-3	Man's actions may cause health risks	No cheating involved in this scenario	No betrayal or loyalty issue present	Man's actions subvert societal norms	Man's actions degrade societal norms	No oppression or liberty issue present	Scenario involves harm, subversion, and degradation	-3.0
432	Clifford	You see a mayor trying to ban people from hugging and kissing in public in his city.	orig		-2	-1	0	3	-2	-4	-3	Mayor's action could limit personal expression	Ban may not be fair to all citizens	No clear betrayal or loyalty issue	Mayor is using authority to impose a ban	Ban may degrade public expression of affection	Ban could be seen as limiting personal liberty	Scenario leans towards harmful, unfair, degrading, and oppressive acts	-3.2
433	Clifford	You see a mother telling her son that she is going to choose all of his friends.	orig		-3	-2	-1	-4	-1	-4	-3	Mother's actions may harm child's social skills	Not cheating, but unfair to choose friends for child	No betrayal, but mother's actions may affect child's trust	Mother is exerting excessive authority over child's social life	No degradation, but mother's actions may affect child's self-worth	Mother's actions are oppressive, limiting child's freedom to choose friends	Scenario leans towards harmful, cheating, and oppressive acts	-2.2
