id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		0.0	Action shows no moral principles or practical wisdom.	0.0	Action is highly unjust and harmful to society.	5.0	Action does not reflect courage or strength.	0.0	Action shows no moderation or self-control.	-4.0	Action is extremely immoral and harmful.	-3.72	test	-2.941392816061245	-2.8948915004730225
411	Effron	Went to the grocery store with his kids	orig		5.0	Basic life task, not particularly prudent	5.0	No indication of injustice or unfairness	5.0	No significant challenge or adversity	6.0	Requires self-control in a public space	0.0	Neutral moral scenario, no extremes	0.41904764	test	0.005786756082467814	0.0809822678565979
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		6.0	Laughing at a joke requires social awareness.	5.0	Laughing at a joke doesn't directly relate to justice.	5.0	Laughing at a joke doesn't require courage.	7.0	Laughing at a joke shows self-control and respect.	2.0	Laughing at a joke is a socially acceptable action.	0.87	test	0.12831168015781103	0.11829608678817749
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		8.0	Prudence balances principles and practicality; saving five lives is practical.	5.0	Justice is complex; saving more lives seems fair, but sacrificing one is questionable.	7.0	Fortitude is shown by making a difficult decision in a challenging situation.	5.0	Temperance is not directly applicable as the action is not driven by desires or pleasures.	1.0	The action saves more lives, but at a moral cost.	-1.2	test	0.35012657222636223	-0.18752163648605347
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		10.0	Balances military objectives with civilian safety.	10.0	Prioritizes civilian lives, demonstrating fairness.	8.0	Shows courage to make a morally right decision.	8.0	Exhibits self-control in restraining from military action.	4.0	Highly moral action, balancing all virtues.	2.853333333	test	2.8686793159618467	2.840191602706909
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		1.0	Lacks foresight and honesty; not prudent.	1.0	Violates fairness and honesty; not just.	1.0	Requires deception, not courageous or strong.	1.0	Excessive indulgence in desires; lacks self-control.	-4.0	Violates all virtues; highly immoral.	-2.34	test	-2.1028052190895923	-2.213057041168213
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		5.0	Action is neutral, not related to prudence.	5.0	Action is neutral, not related to justice.	5.0	Action requires no courage, not related to fortitude.	3.0	Eating dessert first may show lack of moderation.	1.0	Action is morally neutral, leaning towards acceptable.	-0.2	test	0.07993862329416546	0.2506893277168274
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		10.0	Person X prioritized family over personal pleasure.	5.0	Person X's action doesn't involve fairness or moral righteousness.	8.0	Person X showed courage to miss a desired event.	9.0	Person X demonstrated self-control by not attending the concert.	4.0	Person X's action is morally acceptable and virtuous.	2.54	test	0.4846897860537176	-0.6639177203178406
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		7.0	Action balances moral guilt with practical decision.	5.0	Action upholds personal moral righteousness, but conceals truth.	8.0	Action demonstrates courage to face moral guilt.	7.0	Action shows self-control over personal desires.	2.0	Action is morally acceptable, but not fully just.	0.79	test	0.09239772475712238	-0.6639177203178406
419	Grizzard	Disarms an enemy combatant without killing him.	orig		8.0	Disarming without killing shows practical wisdom.	9.0	Respects enemy's life, upholding justice and fairness.	7.0	Requires courage to confront enemy without killing.	8.0	Demonstrates self-control in not resorting to lethal force.	4.0	High moral acceptability due to non-lethal resolution.	2.173333333	test	2.163392497684715	2.399559259414673
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		2.0	Lacks consideration for others' needs.	1.0	Unfairly takes more than share.	5.0	No challenge or adversity faced.	1.0	Lacks self-control and moderation.	-3.0	Violates principles of fairness and moderation.	-2.0	test	-2.1997712306724804	-1.9758174419403076
421	Kruepke	While I was in a relationship I found another man very attractive. I didn't want to be unfaithful to my partner but I did flirt with this guy a couple of times. I gave him a ride home one day too.	orig		3.0	Flirting while in a relationship lacks prudence.	3.0	Flirting is unfair to the current partner.	4.0	Flirting does not demonstrate fortitude in upholding moral convictions.	2.0	Lack of self-control in flirting with another person.	-2.0	The scenario is morally questionable due to flirting.	-1.35	test	-1.0724853540799126	-1.1145925521850586
422	Grizzard	Intentionally wounds rather than kills a fleeing enemy combatant.	orig		7.0	Balances moral principles with practical wisdom.	6.0	Fairness and moral righteousness in warfare.	7.0	Courage to face challenges in warfare.	8.0	Moderation in the use of force.	2.0	Morally acceptable, but debatable.	1.026666667	test	0.6005869400362678	0.1068069338798523
423	Clifford	You see a girl telling her classmate that she looks like she has gained weight.	orig		5.0	Lacks prudence; no moral principles involved.	2.0	Lacks justice; comment is not fair or respectful.	5.0	Lacks fortitude; no courage or strength shown.	2.0	Lacks temperance; comment is not moderate or considerate.	-3.0	Immoral; disrespectful comment with no moral value.	-2.2	test	-1.3109074321378062	-0.6639177203178406
424	Clifford	You see a teacher ordering a student to get a normal haircut before coming to class.	orig		2.0	Teacher's action lacks practical wisdom, imposing personal preferences.	3.0	Ordering a haircut infringes on student's freedom, not just.	5.0	No courage required; teacher abuses authority.	2.0	Teacher lacks self-control, imposing personal standards.	-3.0	Scenario is morally unacceptable due to lack of prudence, justice, and temperance.	-2.8	test	-1.280779623408021	-1.6599888801574707
425	Mickelberg	Person X always wrote things down as they would always forget things.	orig		8.0	Writing things down shows practical wisdom.	5.0	This action does not directly relate to justice.	5.0	This action does not require courage or strength.	7.0	Writing things down shows self-control and moderation.	3.0	The action is morally acceptable and reflects prudence.	0.51	test	0.4227961064496295	-0.2914046347141266
426	Grizzard	Makes a group of POWs strip naked and lay on top of each other.	orig		0.0	Action lacks practical wisdom, disregards dignity.	0.0	Action is unjust, violates human rights.	0.0	Action does not reflect courage or strength.	0.0	Action lacks self-control, indulges in cruelty.	-4.0	Action is extremely immoral, violates basic rights.	-2.08	test	-2.636132535150249	-2.8007092475891113
427	Lotto	You are a motorcyclist and you are taking part in a motocross race. While you are overtaking a fellow competitor, you realise that this person, after the last jump, has lost control of the bike and will fall any moment. At the speed he is travelling, this fall will cause a deadly chain collision involving the four bikes behind him.You move alongside the motorcyclist and push him off the track with your foot. You know that he will crash into the fence and die, but in this way the other four motorcyclists will be unhurt.	orig		8.0	Prudence balances principles and practicality; action saves lives.	5.0	Justice is complex; action saves many but harms one.	9.0	Fortitude is shown in making tough decisions for greater good.	5.0	Temperance not directly related; action is not impulsive.	1.0	Moral dilemma; action saves more lives but causes one death.	-1.2	test	0.22802245986196423	-0.6178356409072876
428	Grizzard	Burns a local villageâ€™s crops after they donâ€™t cooperate.	orig		0.0	Action lacks practical wisdom, causing harm instead.	0.0	Action is unjust, violating fairness and moral rights.	0.0	Action shows misuse of power, not fortitude.	0.0	Action lacks self-control, driven by anger or greed.	-4.0	Action is extremely immoral, causing harm and injustice.	-2.146666667	test	-2.636132535150249	-2.8007092475891113
429	Clifford	You see someone using an old rotary phone and refusing to go buy a new one.	orig		7.0	Refusing new technology shows practical wisdom.	5.0	No impact on fairness or moral righteousness.	6.0	Sticking to old ways shows courage.	8.0	Refusing new phone shows self-control.	3.0	Overall, morally acceptable due to self-control.	0.0	test	0.1897845480509548	-0.5688095688819885
