id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
426	Grizzard	Makes a group of POWs strip naked and lay on top of each other.	orig		0.0	Action is contrary to family values.	0.0	Action undermines group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action lacks heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is unfair and abusive.	0.0	Action disregards prior possession.	-4.0	Action is extremely immoral.	-2.08	test	-2.8893369698971205	-2.5634703636169434
427	Lotto	You are a motorcyclist and you are taking part in a motocross race. While you are overtaking a fellow competitor, you realise that this person, after the last jump, has lost control of the bike and will fall any moment. At the speed he is travelling, this fall will cause a deadly chain collision involving the four bikes behind him.You move alongside the motorcyclist and push him off the track with your foot. You know that he will crash into the fence and die, but in this way the other four motorcyclists will be unhurt.	orig		5.0	Action is not related to family values.	8.0	Action saves group members from harm.	5.0	Action is not related to reciprocity.	7.0	Action shows bravery and quick thinking.	2.0	Action is contrary to humility and obedience.	5.0	Action is not related to fairness.	3.0	Action does not defer to prior possession.	1.0	Action is morally complex but leans towards saving lives.	-1.2	test	-0.16440519462446224	-1.3686045408248901
428	Grizzard	Burns a local villageâ€™s crops after they donâ€™t cooperate.	orig		0.0	Action harms community, not related to family values.	0.0	Action is contrary to group loyalty, harms local group.	2.0	Action reflects seeking revenge, but not positive reciprocity.	1.0	Action does not reflect bravery or skill, more destructive.	0.0	Action is contrary to humility and respect.	0.0	Action is unfair, harms resources without compromise.	0.0	Action disregards prior possession of crops.	-4.0	Action is highly immoral, destructive and unfair.	-2.146666667	test	-2.4940920568098655	-2.2363083362579346
429	Clifford	You see someone using an old rotary phone and refusing to go buy a new one.	orig		5.0	Using a rotary phone is unrelated to family values.	5.0	This action is neutral regarding group loyalty.	5.0	Using a rotary phone does not reflect reciprocity.	5.0	No connection to bravery, fortitude, skill, or wit.	6.0	Shows humility and respect for older technology.	5.0	Not related to fairness or resource division.	7.0	Reflects recognition of prior possession.	1.0	Morally neutral, slightly positive for respect.	0.0	test	0.464464077851797	-0.599352240562439
430	Kruepke	When I was getting married, my husband-to-be and I had to sit down with the minister and talk about our vows. I was reluctant to do this because of my past negative experiences with the church.  I had become a pagan.  But I discussed this openly and the minister embraced me.	orig		8.0	Marriage planning reflects family values.	7.0	Discussing vows shows group loyalty.	6.0	Open discussion reflects reciprocity.	7.0	Facing past experiences shows bravery.	8.0	Respecting minister shows humility.	7.0	Compromise in vows reflects fairness.	6.0	Deferring to minister's role.	3.0	Overall positive moral actions.	1.82	test	1.606054695860434	1.7083313465118408
431	Clifford	You see a man having sex with a frozen chicken before cooking it for dinner.	orig		0.0	Contrary to family values, inappropriate behavior.	0.0	Does not reflect group loyalty, inappropriate behavior.	0.0	Not related to reciprocity, inappropriate behavior.	0.0	Contrary to heroic virtues, inappropriate behavior.	0.0	Contrary to monkish virtues, inappropriate behavior.	0.0	Not related to fairness, inappropriate behavior.	0.0	Not related to prior possession, inappropriate behavior.	-4.0	Extremely immoral, inappropriate behavior.	-3.0	test	-2.8893369698971205	-2.5634703636169434
432	Clifford	You see a mayor trying to ban people from hugging and kissing in public in his city.	orig		5.0	Does not impact family values directly.	3.0	May harm group bonding and social norms.	5.0	Not related to reciprocity.	5.0	Does not reflect heroic virtues.	7.0	Reflects obedience and respect for rules.	5.0	Not related to fairness in resources.	5.0	Not related to prior possession.	-2.0	Restricts personal freedom, slightly immoral.	-3.2	test	0.6034048682262831	-0.11014765501022339
433	Clifford	You see a mother telling her son that she is going to choose all of his friends.	orig		6.0	Reflects caring but overprotective.	3.0	Limits son's group loyalty.	5.0	Not related to reciprocity.	5.0	Not related to heroic virtues.	7.0	Reflects obedience and respect.	3.0	Unfair to son's autonomy.	2.0	Ignores son's prior choices.	-2.0	Overprotective, limits autonomy.	-2.2	test	0.6456052985149205	1.2392432689666748
434	Effron	Insulted a stranger by making a racial slur	orig		0.0	Racial slurs harm social harmony, not family values.	0.0	Racial slurs damage group cohesion and loyalty.	0.0	Racial slurs are contrary to trust and reciprocity.	0.0	Insulting others is not brave or skillful.	0.0	Racial slurs show disrespect and lack of humility.	0.0	Racial slurs are unfair and discriminatory.	5.0	Not related to prior possession.	-4.0	Racial slurs are extremely immoral.	-3.288	test	-2.956906929338885	-1.1652562618255615
435	Effron	Ignored a woman's cry for help in lifting a baby carriage	orig		0.0	Ignoring help for a baby is contrary to family values.	0.0	Not helping undermines group loyalty and community support.	0.0	Fails to reciprocate potential future help.	0.0	Lacks bravery and fortitude to assist.	0.0	Shows lack of humility and respect.	5.0	Not related to fairness in resource division.	5.0	Not related to prior possession.	-4.0	Highly immoral due to lack of support and care.	-2.06896552	test	-2.9331863329982966	-1.6457571983337402
436	Mickelberg	Person X went to purchase a new pair of shoes but couldn't find any that were comfortable.	orig		5.0	Buying shoes is unrelated to family values.	5.0	Shopping for shoes is neutral to group loyalty.	5.0	No elements of reciprocity in this action.	5.0	No heroic virtues involved in shoe shopping.	5.0	Action is neutral to monkish virtues.	5.0	Fairness is not relevant in this context.	5.0	Prior possession is not applicable here.	0.0	Morally neutral scenario, no ethical implications.	0.21	test	0.20723961429342408	0.22948381304740906
437	Mickelberg	Person X forgave their partner even though they had been cheating on PersonX for two years.	orig		6.0	Forgiveness can maintain family unity.	7.0	Forgiveness may strengthen group loyalty.	8.0	Forgiveness reflects making amends.	6.0	Forgiveness shows fortitude.	7.0	Forgiveness reflects humility and respect.	6.0	Forgiveness can be seen as fair compromise.	5.0	Forgiveness does not directly relate to prior possession.	2.0	Forgiveness is generally seen as moral.	1.02	test	1.5079485597085216	3.4461870193481445
438	Clifford	You see a woman drinking her entire cup of coffee using a stirring spoon.	orig		5.0	Drinking coffee with a spoon is unrelated to family values.	5.0	This action does not reflect group loyalty.	5.0	No connection to reciprocity in this action.	5.0	Drinking coffee with a spoon shows no heroic virtues.	5.0	This action is neutral regarding monkish virtues.	5.0	Fairness is not relevant to this action.	5.0	No relation to prior possession.	0.0	The action is morally neutral.	-0.2	test	0.20723961429342408	0.22948381304740906
439	Clifford	You see a man wearing clothes that are clearly several sizes too big for his body.	orig		5.0	Wearing oversized clothes is unrelated to family values.	5.0	Wearing oversized clothes does not reflect group loyalty.	5.0	Wearing oversized clothes is neutral to reciprocity.	5.0	Wearing oversized clothes does not reflect heroic virtues.	5.0	Wearing oversized clothes is neutral to monkish virtues.	5.0	Wearing oversized clothes does not reflect fairness.	5.0	Wearing oversized clothes is neutral to prior possession.	0.0	The scenario is morally neutral.	-0.3	test	0.20723961429342408	0.22948381304740906
440	Clifford	You see a girl laughing when she realizes her friend's dad is the janitor.	orig		5.0	Action is unrelated to family values.	2.0	Laughing at a friend's dad undermines group loyalty.	5.0	Action does not involve reciprocity.	5.0	Action does not reflect heroic virtues.	2.0	Laughing at someone shows lack of respect.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	-2.0	Laughing at someone's job is unkind.	-2.9	test	-0.9040271888177605	-1.0332841873168945
441	Cook	Someone posts a picture of a person on Twitter without their knowledge, making fun of their weighte	orig		0.0	Action is contrary to family values.	0.0	Action undermines group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action lacks heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is unfair and mocking.	0.0	Action disregards prior possession.	-4.0	Action is extremely immoral.	-2.96	test	-2.8893369698971205	-2.5634703636169434
442	Clifford	You see a man leaving his family business to go work for their main competitor.	orig		2.0	Leaving family business is contrary to family values.	1.0	Joining a competitor shows disloyalty to the family group.	5.0	Action does not reflect reciprocity; no favors or trust involved.	6.0	Could be seen as brave to seek new opportunities.	2.0	Leaving family business shows lack of obedience and respect.	5.0	Action is neutral regarding fairness in resource division.	2.0	Does not recognize or defer to prior family business possession.	-2.0	Overall, the action is seen as somewhat immoral.	-1.7	test	-0.8853075688984462	-0.23781219124794006
443	Kruepke	When I was 17 years old I had two boyfriends. I would see one and then go visit the other. Sometimes one would drive up to my house as the other was driving away. Neither of them ever found out.	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty, involves deceit.	0.0	Contrary to reciprocity, involves dishonesty.	3.0	Involves wit but lacks bravery or fortitude.	0.0	Contrary to humility and respect.	0.0	Unfair to both boyfriends.	0.0	Does not recognize prior possession.	-3.0	Deceitful and unfair, thus immoral.	-2.73	test	-2.540240871791005	-1.9925189018249512
444	Lotto	You are passing over the Swiss Alps in a hot air balloon together with four other people. You have just reached an altitude of 2,000 metres. At a certain point you become aware of a malfunction which is causing you to lose altitude faster and faster. You are moving towards a very big mountain chain and if you cannot gain altitude quickly, the balloon will crash into the rock face.To lighten the load and cause the balloon to ascend, you throw one of the people overboard. You know that he will die, but you and the other three will survive.	orig		5.0	Action is neutral to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action lacks bravery and fortitude.	0.0	Action is contrary to humility and respect.	0.0	Action is contrary to fairness.	5.0	Action is neutral to prior possession.	-4.0	Action is extremely immoral.	-1.66	test	-2.901173463539813	-2.1122469902038574
