id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		Intent	3.0	Determines if the comment was meant to harm or help.	Tone	2.0	Evaluates if the tone was harsh or constructive.	Context	4.0	Considers the setting and relationship between the individuals.	Impact on the Woman	2.0	Assesses the emotional effect on the woman.	Truthfulness	5.0	Checks if the statement has any basis in reality.	Alternatives	1.0	Considers if there were better ways to convey the message.	-3.0	The scenario is mostly negative due to tone and impact.	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		Consent	2.0	Her level of intoxication may impair her ability to give informed consent.	Public Decency	3.0	Making out with strangers in public may be considered inappropriate.	Safety	2.0	Her intoxication could put her at risk of harm or exploitation.	Impact on Others	4.0	Other passengers may feel uncomfortable or disturbed.	Legal Implications	3.0	Public intoxication and indecency may have legal consequences.	Personal Responsibility	2.0	Her ability to make responsible decisions is compromised by intoxication.	-3.0	The scenario raises significant concerns about consent, safety, and public decency.	-3.0
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		Intent	7.0	Was the push intended to neutralize a threat or out of malice?	Proportionality	6.0	Was the force used proportional to the threat posed?	Immediate Threat	8.0	Was the enemy combatant posing an immediate threat?	Alternatives	5.0	Were there less harmful alternatives available?	Consequences	4.0	What are the likely physical consequences of the fall?	Rules of Engagement	7.0	Does the action comply with established rules of engagement?	1.0	Action is somewhat justified but not ideal.	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		Intentions of the girl	6.0	Whether she had a valid reason for being late.	Parental expectations	8.0	The importance of the curfew to the parents.	Safety concerns	7.0	Whether her lateness put her in danger.	Communication	4.0	If she informed her parents about being late.	Frequency of behavior	5.0	If this is a one-time event or a recurring issue.	Consequences faced	6.0	Potential consequences for her actions.	-1.0	The scenario is moderately immoral due to safety and parental concerns.	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		Intent	2.0	The boy's intent behind chuckling is crucial.	Impact on the amputee	8.0	The emotional harm caused to the amputee.	Social norms	7.0	Societal expectations regarding respect and empathy.	Age and maturity of the boy	4.0	Teenagers may lack full understanding of their actions.	Public setting	6.0	The act occurred in a public space, increasing potential harm.	Potential for learning	5.0	Opportunity for the boy to learn from this mistake.	-3.0	The act is disrespectful and harmful.	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		Property Rights	10	Owner has the right to control their property.	Safety Concerns	8	Owner may have safety concerns for children.	Community Relations	4	May affect relationships with neighbors.	Children's Well-being	3	Children may feel excluded or sad.	Legal Considerations	9	No legal obligation to allow access.	Alternative Play Areas	6	Availability of other play areas for children.	2	Owner's rights and safety outweigh community relations.	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		Intent	3.0	The purpose behind the act, whether malicious or artistic.	Harm to Environment	7.0	Impact on natural beauty and ecosystem.	Legal Implications	8.0	Violation of laws or regulations.	Public Perception	6.0	How the general public views the act.	Reversibility	5.0	Ease of removing the paint and restoring the rock.	Cultural Significance	7.0	Importance of the rock in local culture or history.	-3.0	Negative impact on environment and legality outweighs intent.	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		Honesty	2.0	You lied about having a headache.	Intent	6.0	Your intent was to finish your meal and get the voucher.	Impact on Others	8.0	Minimal impact on the survey company.	Personal Gain	7.0	You gain time to finish your meal and get a voucher.	Commitment	9.0	You still intend to complete the survey later.	Respect for the Surveyor's Time	4.0	Slightly disrespectful to the surveyor's schedule.	2.0	Minor dishonesty but low impact on others.	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		Honesty	2.0	Sharing answers is dishonest and violates academic integrity.	Fairness	1.0	Unfair to other students who do not cheat.	Consequences	3.0	Potential for severe academic penalties if caught.	Intent	4.0	Intent to help each other, but through dishonest means.	Impact on Learning	2.0	Undermines true learning and understanding of material.	Trust	2.0	Erodes trust between students and teachers.	-3.0	Overall, the scenario is largely immoral due to dishonesty and unfairness.	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		Intent	9	The worker's intention is to save as many lives as possible.	Consequences	8	One worker dies, but six are saved.	Duty to Protect	7	The worker has a duty to protect all workers.	Foreseeability	8	The worker can foresee the outcome of moving the crane.	Proportionality	8	The action results in fewer deaths, which is a proportional response.	Alternatives	6	No other immediate alternatives to save all lives.	3	The action saves more lives, making it morally acceptable.	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		Intent	1	The intention behind the act is likely malicious.	Harm	9	Could cause significant damage to the vehicle.	Consent	10	The friend did not consent to this action.	Trust	9	Betrays the trust between friends.	Legal implications	8	Likely illegal and could result in legal consequences.	Reparability	7	Damage can be repaired but at a high cost.	-4	The act is highly immoral due to harm and betrayal.	-3.336
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		Intent	2.0	The boy's intent is to mock, not to help.	Harm caused	3.0	The mocking can emotionally hurt the brother.	Empathy	2.0	Lack of empathy towards the brother's feelings.	Respect	3.0	Disrespectful behavior towards a family member.	Context	5.0	Context of sibling rivalry might lessen severity.	Potential for reconciliation	6.0	Opportunity for the boy to apologize and mend relationship.	-2.0	Mocking is generally hurtful but context and potential for reconciliation matter.	-2.2
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		Intent	1	Desire to kill is inherently immoral.	Duty to Protect	2	Military duty is to protect, not to kill for pleasure.	Mental Health	2	Desire to kill may indicate serious psychological issues.	Impact on Others	1	Killing causes immense harm to others.	Legal and Ethical Standards	3	Military has strict rules of engagement.	Societal Impact	2	Such motives can erode trust in military institutions.	-4	Intent to kill for pleasure is highly immoral.	-3.14
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		Financial Need of Mother	8.0	Assessing how critical your financial support is for her well-being.	Personal Fulfillment	6.0	Evaluating the importance of personal growth and happiness from travel.	Family Responsibility	7.0	Considering the moral duty to support family members.	Alternative Support Systems	5.0	Availability of other financial support for your mother.	Long-term Impact	7.0	Potential long-term consequences of not supporting your mother financially.	Cultural Expectations	6.0	Cultural norms regarding supporting elderly parents.	1.0	Balancing personal fulfillment with family responsibility and financial need.	-1.49
