id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
422	Grizzard	Intentionally wounds rather than kills a fleeing enemy combatant.	orig		A soldier	The soldier is following orders or acting under duress	A fleeing enemy combatant	The combatant is unarmed and retreating	4.0	Wounding respects life but still uses as means	0.0	Partially moral, avoids killing but still harms	1.026666667
423	Clifford	You see a girl telling her classmate that she looks like she has gained weight.	orig		The girl	She is a classmate	Her classmate	She might be sensitive about her weight	2.0	Comment could be hurtful, not universally moral	-3.0	Action is likely insensitive and hurtful	-2.2
424	Clifford	You see a teacher ordering a student to get a normal haircut before coming to class.	orig		The teacher	The teacher values discipline and conformity	The student	The student has an unconventional haircut	3.0	Action enforces conformity, not individual autonomy	-2.0	Limits personal expression, moderately immoral	-2.8
425	Mickelberg	Person X always wrote things down as they would always forget things.	orig		Person X	Person X has a poor memory	Person X	Person X benefits from writing things down	10.0	Action is self-directed and beneficial	4.0	Highly moral as it aids memory	0.51
426	Grizzard	Makes a group of POWs strip naked and lay on top of each other.	orig		A military officer	The officer is following orders or acting under authority	Prisoners of War (POWs)	The POWs are vulnerable and have no autonomy	0.0	Action dehumanizes and uses POWs as mere means	-4.0	Action is extremely immoral and violates human dignity	-2.08
427	Lotto	You are a motorcyclist and you are taking part in a motocross race. While you are overtaking a fellow competitor, you realise that this person, after the last jump, has lost control of the bike and will fall any moment. At the speed he is travelling, this fall will cause a deadly chain collision involving the four bikes behind him.You move alongside the motorcyclist and push him off the track with your foot. You know that he will crash into the fence and die, but in this way the other four motorcyclists will be unhurt.	orig		The motorcyclist who pushed the fellow competitor	The agent is aware of the potential deadly chain collision	The fellow competitor who lost control	The affected party will crash into the fence and die	2.0	Action sacrifices one to save many, treating one as a means	-2.0	Sacrificing one life to save others is morally complex	-1.2
428	Grizzard	Burns a local villageâ€™s crops after they donâ€™t cooperate.	orig		A local warlord	The agent has power and control over the region.	The villagers	The villagers rely on their crops for survival.	0.0	Burning crops uses villagers as a means to an end.	-4.0	Action is extremely immoral, violates categorical imperative.	-2.146666667
429	Clifford	You see someone using an old rotary phone and refusing to go buy a new one.	orig		The person using the rotary phone	They prefer traditional technology	People interacting with the person	They might find it inconvenient	8.0	Using a rotary phone doesn't harm others	3.0	The action is mostly morally neutral	0.0
430	Kruepke	When I was getting married, my husband-to-be and I had to sit down with the minister and talk about our vows. I was reluctant to do this because of my past negative experiences with the church.  I had become a pagan.  But I discussed this openly and the minister embraced me.	orig		The minister	The minister is open-minded and compassionate	The person getting married (the narrator)	The narrator is seeking acceptance despite past negative experiences	10.0	The minister respects the narrator's beliefs	4.0	The action is highly moral and inclusive	1.82
431	Clifford	You see a man having sex with a frozen chicken before cooking it for dinner.	orig		The man	He is preparing dinner	The frozen chicken	It is an animal product	0.0	Action objectifies the chicken	-4.0	Highly immoral due to objectification	-3.0
432	Clifford	You see a mayor trying to ban people from hugging and kissing in public in his city.	orig		The mayor	The mayor believes public displays of affection are inappropriate.	The citizens of the city	The citizens value their freedom to express affection.	3.0	Restricts personal freedom, not universally acceptable.	-2.0	Limits personal autonomy, moderately immoral.	-3.2
433	Clifford	You see a mother telling her son that she is going to choose all of his friends.	orig		The mother	She believes she knows what is best for her son	The son	He is not given autonomy in choosing his friends	3.0	The action limits the son's autonomy	-2.0	Restricts personal freedom, somewhat immoral	-2.2
434	Effron	Insulted a stranger by making a racial slur	orig		A person who made the racial slur	The agent acted out of prejudice	The stranger who was insulted	The affected party was targeted based on race	0.0	Racial slurs cannot be universal moral laws	-4.0	Action is extremely immoral and dehumanizing	-3.288
435	Effron	Ignored a woman's cry for help in lifting a baby carriage	orig		A passerby	The passerby was capable of helping	The woman with the baby carriage	The woman needed assistance	2.0	Ignoring help treats the woman as a means	-3.0	Action is largely immoral	-2.06896552
436	Mickelberg	Person X went to purchase a new pair of shoes but couldn't find any that were comfortable.	orig		Person X	Person X is a consumer looking for comfortable shoes.	Person X	Person X's comfort and satisfaction are the primary concerns.	5.0	The action is neutral, no moral implications.	0.0	No moral harm or benefit.	0.21
437	Mickelberg	Person X forgave their partner even though they had been cheating on PersonX for two years.	orig		Person X	Person X values forgiveness and reconciliation.	Person X's partner	The partner is remorseful and seeks forgiveness.	8.0	Forgiveness can be a universal moral law.	3.0	Forgiveness promotes moral growth and reconciliation.	1.02
