id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
603	Kruepke	I applied for a position at this company. As it turned out the pay was not very good at all for the amount of work that I was doing. So I lied and told the manger that I had another job offer and I would take it unless I got a raise.	orig		The job applicant	Assumed to be rational, self-interested, and willing to risk dishonesty for a better deal.	The hiring manager and the company	Assumed to value honesty and fair negotiation for mutually beneficial outcomes.	2.0	The lie benefits the applicant but harms trust and fairness, reducing overall utility.	-2.0	Dishonesty undermines ethical standards, making the action morally questionable.	-1.31	test	-1.9714167323587062	-1.9972176551818848
604	Lotto	You are travelling in Yemen. You and another six tourists are taken hostage by a group of terrorists. The terrorists think that one of you is a spy, even though this is not true. You are held hostage for days. One of the terrorists comes to you and reveals that they intend to kill you all at sunset.While he is resting, you kill one of the tourists in the group so that you can tell the terrorists that you identified and eliminated the spy. The person will die, but you and the other five will be freed.	orig		You (the individual who killed the tourist)	Assumed to act deliberately with intent to save lives under extreme conditions.	The group of hostages, including yourself and the other tourists.	Assumed they all value survival and overall happiness over individual sacrifice.	7.0	Sacrifices one life to save five from guaranteed death, leading to a net utility gain.	2.0	Despite the immorality of killing, the drastic context and net benefit make it moderately acceptable.	-1.36	test	0.9325790871692305	0.6729710102081299
605	Kruepke	About two months ago, I was in the grocery store at the cash register. This elderly lady left her pocketbook on the counter. So I picked up her pocketbook and called her back to come and get it.	orig		The individual who picked up and returned the pocketbook.	Assumed to be a responsible, ethical person acting out of integrity.	The elderly lady, as well as the broader community relying on honesty.	Assumed to value her belongings and expect courteous help in recovering them.	9.0	The act increases trust and well-being in the community.	4.0	The action is highly moral, reflecting ethical responsibility.	3.0	test	2.0941774149804058	2.713710308074951
606	Clifford	You see a woman slapping another woman who she is arguing with in the parking lot.	orig		The woman who initiated the slap.	Assumed to act intentionally and with free will.	The woman who was slapped.	Assumed to be the direct recipient of potentially harmful action.	1.0	Violence usually decreases community happiness more than increasing it.	-3.0	Physical violence is generally condemned as morally unacceptable.	-2.8	test	-2.5522158962642933	-2.475327491760254
607	Effron	Refused to help a classmate with a homework assignment	orig		The student who refused to help.	Assumed a rational, self-interested individual prioritizing own work.	The classmate who requested assistance.	Assumed the classmate relies on help to understand the homework.	3.0	The action undermines academic cooperation, thus low utility.	-1.0	Mildly unethical as it detracts from mutual support.	-0.425	test	-1.3906175684531188	-1.3405476808547974
608	Kruepke	One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.	orig		The narrator	Assumes the agent is honest and duty-bound, even if it risks family loyalty.	The brother	Assumes the brother, as a family member, suffers significant negative personal consequences.	4.0	Truth-telling supports accountability but harms familial bonds, leading to moderate utility.	2.0	Honesty fosters long‐term benefits despite short-term harm, making it moderately moral.	0.87	test	-0.8098184045475314	-0.9427381753921509
609	Clifford	You see a girl repeatedly interrupting her teacher as he explains a new concept.	orig		The girl	Assumes she is a student acting impulsively without malicious intent.	The teacher (and indirectly the class).	Assumes the teacher is responsible for delivering knowledge and expects orderly behavior.	2.0	The disruption slightly harms learning benefits with minimal personal gain, leading to low overall utility.	-2.0	The action detracts from communal happiness, making it morally questionable.	-2.0	test	-1.9714167323587062	-1.9972176551818848
610	Mickelberg	Person X ordered a take-away coffee but spilled it when they tried to take a sip.	orig		Person X	Assumed to be acting intentionally to enjoy coffee, though accidentally mishandling it.	Person X	Assumed to be a rational individual seeking personal pleasure and minimally impacted by accidents.	1.0	The action produces negligible benefit and mainly results in personal inconvenience.	0.0	Being unintentional and minor, the act is morally neutral without significant blame.	0.08	test	-2.5522158962642933	-2.475327491760254
611	Effron	Helped an elderly woman put in storm windows	orig		The helper who assisted the elderly woman.	Assumed to be caring, capable, and motivated by kindness.	The elderly woman receiving the help.	Assumed to be in need and will benefit in safety and comfort.	7.0	Boosts individual safety and indirectly benefits the community.	4.0	An altruistic act, strongly aligning with moral virtue.	3.1304348	test	0.9325790871692305	0.6729710102081299
612	Kruepke	I found a wallet with a fifty-dollar bill in it. I found a phone number to call and contacted the woman whose wallet it was. She was very appreciative and came to my house to pick it up.	orig		The person who found the wallet	Assumed to be honest, altruistic, and concerned with others' well-being	The owner of the wallet	Assumed to be relieved and grateful upon recovering her property	9.0	The action restores lost property and promotes trust in community interactions.	4.0	Highly moral act that maximizes utility by benefiting and comforting an individual.	2.9	test	2.0941774149804058	2.713710308074951
613	Kruepke	My friend's family had a clubhouse in the back of their yard infested with rats. They asked my friend and I if we would kill the rats with shovels. So we went and killed all the baby rats with shovels.	orig		My friend and I	Assumed to be rational human agents following a utilitarian approach.	The baby rats	Assumed to be sentient beings capable of suffering.	5.0	Eliminating infestation benefits humans but inflicts harm on animals; net gain is moderate.	1.0	Morally acceptable for pest control yet mitigated by animal suffering.	-1.38	test	-0.2290192406419438	-0.5580742359161377
