id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		-3	0	0	0	-2	0	-2	The drunk woman may be harming herself by engaging in risky behavior.	No apparent cheating or unfairness towards others.	No apparent betrayal of trust or loyalty.	No apparent challenge to authority figures.	The woman's behavior may be seen as degrading herself.	No apparent oppression or restriction of others' freedom.	The scenario is morally unacceptable due to the potential harm to the woman and the degrading nature of her behavior.	-3.0	test	-1.8516964199749508	-1.800437092781067
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		-4	0	0	0	0	0	1	Pushing someone off a balcony causes harm	No unfair advantage taken, just physical action	No prior trust or loyalty expected in combat	No authority figure involved or defied	No dignity or sacredness violated	No freedom or autonomy restricted	Causing harm to an enemy combatant is generally considered morally acceptable in the context of war or self-defense	-1.013333333	test	-1.804850692408915	-0.7832036018371582
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		-2	-3	-3	-4	0	1	-2	The girl's actions may harm her parents' feelings and well-being.	The girl is not playing by the rules set by her parents.	The girl is disobeying her parents, which may be seen as a betrayal.	The girl is challenging her parents' authority by ignoring the curfew.	No degradation or sanctity issues are apparent in this scenario.	The girl may feel oppressed by her parents' strict rules.	The scenario is morally questionable due to the girl's disobedience and potential harm to her parents.	-2.3	test	-1.7943163226430991	-1.6257734298706055
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		-3	0	0	0	-4	-2	-3	The boy's chuckling may cause emotional harm to the amputee.	No cheating or unfairness is involved in this scenario.	No betrayal or loyalty is involved in this scenario.	No authority figure is involved or subverted in this scenario.	The boy's behavior degrades the dignity of the amputee.	The boy's behavior may be seen as oppressive towards the amputee.	The scenario is morally unacceptable due to the harm and degradation caused to the amputee.	-3.4	test	-2.1016782197932997	-2.29744815826416
392	Effron	Refused to let the neighborhood children play in his yard	orig		-2	0	0	2	0	-1	-1	Refusing to let children play may cause them harm or disappointment.	No cheating or unfairness is involved in this scenario.	No betrayal or loyalty is involved in this scenario.	The person is exercising their authority over their own property.	No degradation or sanctity is involved in this scenario.	Refusing to let children play may be seen as restricting their liberty.	The scenario is somewhat immoral due to potential harm and restriction of liberty.	-0.484848496	test	-0.8777378648631812	-1.8123255968093872
393	Effron	Defaced a large rock with spray paint in a public park	orig		-3	0	0	-2	-4	0	-3	Defacing a rock causes harm to the environment and public property.	No cheating or unfairness is involved in this scenario.	No betrayal of trust or loyalty is involved in this scenario.	Defacing public property is a form of subversion of authority.	Defacing a natural object in a public park degrades the environment.	No oppression or restriction of liberty is involved in this scenario.	Defacing a rock in a public park is considered a harmful and disrespectful act.	-2.27027032	test	-2.3396612199339737	-2.362851858139038
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		-1	-3	-1	0	0	0	-2	No harm is done to others, but the caller is misled.	The caller is deceived, which is unfair and a form of cheating.	No loyalty is broken, but the caller's trust is exploited.	No authority is challenged or subverted.	No degradation or disrespect is involved.	No oppression or restriction of liberty occurs.	The scenario is morally questionable due to the deception involved.	2.13	test	-1.0466775613152928	-1.3173325061798096
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		2	-4	1	-3	0	0	-2	No harm, mutual benefit from shared answers.	Unfair advantage through cheating, violating test rules.	Loyalty to each other, but not to the test rules.	Disregard for teacher's authority and test rules.	No degradation or disrespect involved.	No oppression or restriction of freedom.	While mutually beneficial, the scenario involves cheating and disregard for authority.	-1.67	test	0.1053054003872167	-2.1822028160095215
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		-2	0	-1	1	2	0	2	The crane operator is forced to choose between harming one person or helping six people.	The situation is not about cheating or unfairness, but about making a difficult moral choice.	The crane operator's decision may be seen as a betrayal of the worker who will be crushed.	The crane operator is following the rules and protocols of the construction site.	The scenario involves a life-or-death situation, which is a sacred and serious matter.	The crane operator's decision does not involve oppressing or liberating anyone.	The scenario presents a tragic moral dilemma, but the crane operator's decision to save six lives is morally justifiable.	-1.04	test	-0.6395870680620249	-2.0235254764556885
397	Effron	Put sugar in his friend's gas tank	orig		-4	-4	-5	0	0	0	-4	Putting sugar in a friend's gas tank causes harm to their property.	This act is unfair and deceptive, violating the principle of fairness.	This act is a betrayal of trust and friendship, violating loyalty.	No authority figure is involved, so this norm does not apply.	This act does not involve degradation or desecration of something sacred.	This act does not involve oppression or restriction of freedom.	This scenario is extremely immoral due to the harm, unfairness, and betrayal involved.	-3.336	test	-2.659292696700696	-2.339158535003662
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		-3	0	-2	0	-2	0	-2	The boy is causing emotional harm to his brother.	No cheating or unfairness is involved in this scenario.	The boy is being disloyal to his brother by making fun of him.	No authority figure is involved in this scenario.	The boy is degrading his brother's emotional well-being.	No oppression or restriction of liberty is involved in this scenario.	The scenario is morally unacceptable due to the harm and betrayal involved.	-2.2	test	-2.0145190030692417	-2.0914387702941895
