id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		8.0	Balancing concern for friend with potential conflict.	9.0	Fairness in addressing friend's behavior and well-being.	8.0	Courage in approaching sensitive conversation.	9.0	Moderation in tone and approach to conversation.	3.0	High moral acceptability due to concern and fairness.	1.87	test	2.6762920913473685	2.475931167602539
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		6.0	Shaving head shows empathy, but lacks practical wisdom.	5.0	Action doesn't affect fairness or moral righteousness.	8.0	Shaving head shows courage in solidarity with partner.	6.0	Action is moderate, not excessive or deficient in desires.	3.0	Action is morally acceptable, showing empathy and courage.	2.46	test	0.5838663187575404	0.7468434572219849
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		0.0	Lacking prudence, as it causes harm to the environment.	0.0	Unjust, as it harms the community and future generations.	0.0	No courage or strength is shown in this selfish act.	0.0	Lacking self-control, as it prioritizes convenience over responsibility.	-4.0	Extremely immoral, as it harms the environment and shows disregard for others.	-2.54	test	-2.520635258316345	-2.3434982299804688
372	Effron	Hit a dog and drove away without notifying the owner	orig		0.0	Lack of consideration for consequences and moral principles.	0.0	Injustice to the dog's owner and disregard for their rights.	0.0	Cowardice and lack of moral courage in avoiding responsibility.	0.0	Lack of self-control and impulsiveness in fleeing the scene.	-4.0	Extremely immoral due to the combination of imprudence, injustice, and cowardice.	-3.2	test	-2.520635258316345	-2.3434982299804688
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		0.0	Lack of attention to practical consequences.	5.0	No direct impact on fairness or moral righteousness.	5.0	No courage or strength is required in this action.	2.0	Lack of self-control and moderation in daily habits.	-2.0	Negligence can lead to harm, making it morally unacceptable.	-0.31	test	0.08556613195650753	0.02211439609527588
374	Effron	Loudly talked to a companion in a movie	orig		2.0	Loud talking shows lack of consideration for others, imprudent.	2.0	Disrupting others' experience is unjust, unfair to fellow moviegoers.	5.0	No courage or strength is required in this action.	2.0	Loud talking indicates lack of self-control, immoderation.	-2.0	This action is immoral due to its negative impact on others.	-1.70666672	test	-1.264778441274333	-1.5037857294082642
375	Effron	Visited a sick friend in the hospital	orig		8.0	Visiting a sick friend shows practical wisdom in prioritizing relationships.	9.0	The action promotes fairness and moral righteousness in the friendship.	7.0	Visiting a sick friend requires courage and strength to face potential discomfort.	8.0	The action demonstrates moderation in desires and pleasures, prioritizing the friend's needs.	3.0	The scenario is highly moral, reflecting a balance of virtues in a difficult situation.	2.28571432	test	2.490874371091184	2.3122777938842773
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		2.0	Refusing to stand shows a lack of practical wisdom in respecting authority.	1.0	Disrespecting the judge undermines fairness and moral righteousness in the courtroom.	6.0	Refusing to stand takes courage, but it's misguided and not upholding a moral conviction.	2.0	The action lacks moderation and self-control, as it's an impulsive and emotional response.	-2.0	The action is immoral due to its disrespect and lack of practical wisdom.	-2.0	test	-1.6578527102014156	-1.5033692121505737
377	Effron	Loudly criticized the art at a community children's art show	orig		2.0	Lack of consideration for children's feelings and art show's purpose.	1.0	Unfairly criticizing children's art, violating justice and fairness.	0.0	No courage or strength in upholding moral convictions, rather causing harm.	2.0	Lack of self-control and moderation in expressing opinions.	-3.0	Overall, the action is highly immoral due to its negative impact.	-2.48	test	-1.860348664045217	-0.9188846945762634
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		2.0	Lack of prudence in sharing private conversation online	1.0	Injustice to those involved in the private conversation	0.0	No courage or strength in upholding moral convictions	2.0	Lack of self-control in sharing offensive humor	-3.0	Immoral action due to lack of prudence, justice, and temperance	-2.31	test	-1.860348664045217	-0.9188846945762634
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		0.0	Lack of prudence in publicly disparaging own college	0.0	Injustice to own college and unfair comparison	0.0	No courage or strength in upholding moral convictions	0.0	Lack of self-control in making biased statement	-4.0	Extremely immoral due to lack of virtues	-1.4	test	-2.520635258316345	-2.3434982299804688
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		2.0	Lack of consideration for school's property and resources.	1.0	Unfair to the school and its students who may need the books.	0.0	No courage or strength shown in upholding moral convictions.	2.0	Desire for personal convenience overrode self-control.	-2.0	The action is immoral due to lack of consideration and fairness.	-1.6	test	-1.860348664045217	-0.9188846945762634
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		2.0	Lack of prudence in provocative action	1.0	Disrespect for national symbol, unfair to those who value it	6.0	Courage to express dissent, but misguided	3.0	Lack of self-control, impulsive behavior	-2.0	Immoral due to disrespect and lack of self-control	-1.73	test	-1.5061843155858634	-0.8253964185714722
382	Effron	Ridicules people behind their backs	orig		0.0	Lack of prudence in considering consequences of hurt feelings.	0.0	Injustice to the person being ridiculed, violating fairness and respect.	0.0	No courage or strength in upholding moral convictions, rather cowardice.	0.0	Lack of self-control and moderation in speech, leading to harm.	-4.0	Extremely immoral, violating multiple virtues and causing harm.	-1.83783776	test	-2.520635258316345	-2.3434982299804688
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		0.0	Lack of prudence in ignoring moral principles and potential consequences.	0.0	Action is unfair to the spouse and undermines trust in relationships.	0.0	No courage or strength in upholding moral convictions, rather cowardice.	0.0	Lack of self-control and moderation in desires, prioritizing pleasure over morality.	-4.0	Extremely immoral due to the intentional harm caused to others and oneself.	-2.84	test	-2.520635258316345	-2.3434982299804688
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		8.0	Prudent decision to minimize harm, balancing moral principles with practical wisdom.	6.0	Unfair outcome for the two people on the patrol boat, but prioritizing the greater good.	9.0	Courageous decision to act in a high-pressure situation, upholding moral convictions.	8.0	Moderate and self-controlled decision, avoiding impulsive actions.	2.0	Morally acceptable due to the prioritization of the greater good, despite an unfair outcome.	-0.85	test	1.2779022386693017	0.5228089094161987
