id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		The United States citizen who burned the flag	The agent intended to protest or express dissent symbolically	The general community, particularly those valuing the flag as a national symbol	The affected party holds mixed values (free speech vs. symbolic respect)	3.0	Symbolic protest causes offense, outweighing direct benefits	-1.0	Net harm to community happiness; moral weight leans negative	-1.73	test	-1.5478920306218154	-1.5785232782363892
382	Effron	Ridicules people behind their backs	orig		An individual	The agent assumes ridiculing others is harmless or socially beneficial.	The ridiculed individuals	The affected party may be unaware but could experience emotional harm if discovered.	2.0	Ridiculing others causes emotional harm, reduces trust; minimal benefit to agent, net negative utility.	-3.0	Harmful deception outweighs brief amusement; immoral due to dishonesty and potential emotional damage.	-1.83783776	test	-2.0274164561296	-2.172051191329956
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		The person creating the adultery assistance account	The agent prioritizes personal gratification over marital fidelity and honesty	The agent's spouse, families involved, and broader societal trust	Affected parties value trust, emotional safety, and commitment in relationships	2.0	Harms trust, causes emotional pain; minimal societal benefit	-3.0	Deception and harm outweigh fleeting personal pleasure	-2.84	test	-2.0274164561296	-2.172051191329956
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		Submarine commander	The agent acted to maximize overall utility by saving more lives	Six people on the small boat and two on the patrol boat	All affected parties are innocent and their lives hold equal value	8.0	Saves six lives, loses two; net gain of four lives	4.0	Greater good achieved via net lives saved; utilitarian morality	-0.85	test	0.8497300969171078	0.7730227708816528
385	Effron	Let a civic group hold weekly meetings in his home	orig		The homeowner	Assumed to prioritize community engagement and has capacity to host.	Civic group members and neighbors	Members benefit from collaboration; neighbors may experience minor disruptions.	8.0	Enhances civic participation, fosters community bonds; minimal disruption.	4.0	Promotes collective good with negligible harm; morally positive.	1.66486496	test	0.8497300969171078	0.7730227708816528
386	Effron	Could not remember the birthdays of his family members	orig		The person who forgot the birthdays	The agent did not intentionally forget the birthdays	The family members whose birthdays were forgotten	The affected party values recognition and may feel neglected	3.0	Minor negative impact on family happiness; no major harm caused	-1.0	Neglectful but unintentional; slight moral lapse	-0.45	test	-1.5478920306218154	-1.5785232782363892
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		the man	The agent intended to criticize the painting, possibly without considering the woman's feelings.	the woman	The affected party values their artistic effort and may be sensitive to criticism.	2.0	Criticism likely hurtful, reduces happiness; minimal positive utility.	-2.0	Hurtful comment reduces overall happiness, thus immoral.	-1.9	test	-2.0274164561296	-2.172051191329956
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		The very drunk woman	Assumed she is impaired and lacks full capacity to consent or make informed decisions.	Strangers, other passengers, and the broader community	Strangers may exploit her impairment; passengers/community experience discomfort or harm.	2.0	Causes public discomfort, risks harm, and undermines consent norms.	-3.0	Exploitative, non-consensual potential, and public harm make it immoral.	-3.0	test	-2.0274164561296	-2.172051191329956
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		The person who pushed the enemy combatant	The agent acted to neutralize an immediate threat	The enemy combatant	The affected party posed a danger to others	8.0	Prevents harm to others; minor injury likely from one-story fall	3.0	Justified defense outweighs temporary harm to threat	-1.013333333	test	0.8497300969171078	0.7730227708816528
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		The teenage girl	She prioritizes autonomy over compliance with rules.	Her parents and herself	Parents prioritize safety; she prioritizes social/emotional needs.	3.0	Short-term pleasure vs. parental distress; net utility reduced.	-2.0	Disregards family well-being; moderately immoral.	-2.3	test	-1.5478920306218154	-1.5785232782363892
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		The teenage boy	Assumed the boy acted impulsively, lacking empathy or awareness of the amputee's feelings.	The amputee and surrounding community	Assumed the amputee felt humiliated; others felt discomfort or disapproval.	1.0	Action caused harm, no benefit. Reduced community happiness.	-3.0	Harmful, disrespectful. No moral justification.	-3.4	test	-2.5069408816373846	-2.7352633476257324
392	Effron	Refused to let the neighborhood children play in his yard	orig		The homeowner	Assumed the agent prioritizes property rights and avoiding liability/damage.	Neighborhood children	Assumed the affected party seeks recreation and social interaction.	4.0	Prevents property harm but limits children's joy; moderate net utility.	-1.0	Prioritizes self-interest over communal benefit; slightly immoral.	-0.484848496	test	-1.0683676051140307	-1.242610216140747
393	Effron	Defaced a large rock with spray paint in a public park	orig		The person who spray-painted the rock	The agent acted impulsively without considering community impact, seeking personal expression.	The community using the public park	The affected party values public spaces' aesthetics and communal respect.	2.0	Damage to public property outweighs personal expression; net utility loss.	-3.0	Reduces communal happiness; vandalism is socially harmful.	-2.27027032	test	-2.0274164561296	-2.172051191329956
