id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
377	Effron	Loudly criticized the art at a community children's art show	orig		-3.0	0.0	-1.0	0.0	-4.0	0.0	-3.0	Harsh criticism may emotionally harm children.	No direct link to fairness or cheating.	Undermines community support for children.	Does not challenge authority structures.	Disrespects children's innocent efforts.	No restriction of freedom involved.	Harmful and degrading to children's efforts.	-2.48	test	-1.79024430891253	-2.080716133117676
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		-4.0	-2.0	-4.0	0.0	-3.0	-2.0	-3.0	Exposes individuals to ridicule, causing emotional harm.	Breaches privacy expectations; unfair exposure.	Violates trust by sharing private conversation.	No clear authority subversion involved.	Offensive humor degrades personal dignity.	Restricts privacy liberty through non-consensual sharing.	Immoral due to harm, betrayal, and degradation.	-2.31	test	-2.537669572664486	-1.905043125152588
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		-1.0	0.0	-3.0	-2.0	0.0	1.0	-1.0	Criticism may harm her school's reputation but not directly inflict harm.	No deception or unfair advantage involved; subjective opinion.	Disloyal to her school by publicly praising a rival.	Undermines her role as a representative of her institution.	No violation of sanctity; focuses on institutional comparison.	Exercises free speech; no oppression involved.	Mildly immoral due to disloyalty, but protected as free speech.	-1.4	test	-0.7214751959713813	-0.9778270721435547
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		-2.0	-3.0	-2.0	-2.0	0.0	-1.0	-2.0	Deprived school of resources; minor harm.	Unfairly kept shared resources; violated trust.	Broke trust with the school as a former employee.	Disregarded school property rules.	No degradation of sacred values involved.	Limited others’ access to resources.	Unfair and dishonest but not severely harmful.	-1.6	test	-1.42258774471923	-2.0953636169433594
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		0.0	0.0	-3.0	-4.0	-4.0	4.0	-1.0	Symbolic act, no physical harm.	Unrelated to fairness or cheating.	Flag burning seen as disloyal to nation.	Challenges authority through symbolic protest.	Destroys a sacred national symbol.	Protected free speech, asserts liberty.	Balances liberty against disrespect for symbols.	-1.73	test	-0.6329881030750866	-2.1557774543762207
382	Effron	Ridicules people behind their backs	orig		-3.0	0.0	-3.0	0.0	-4.0	-1.0	-3.0	Ridiculing causes emotional harm.	No direct unfairness or cheating.	Undermines trust in social bonds.	Irrelevant to authority structures.	Degrades dignity and respect.	Indirectly fosters social hostility.	Harmful, degrading, and disloyal behavior.	-1.83783776	test	-2.0091782931452595	-1.8304553031921387
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		-4.0	-5.0	-5.0	-2.0	-4.0	-3.0	-4.0	Facilitates emotional harm to spouse.	Involves breaking marital trust; unfair to spouse.	Betrays marital commitment; disloyal to partner.	Undermines societal institution of marriage.	Violates sanctity of marital vows.	Oppresses spouse's right to informed consent.	Promotes deception, betrayal, and harm; breaches trust.	-2.84	test	-3.142293146727507	-2.879085063934326
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		-3.0	-1.0	-2.0	0.0	-1.0	0.0	1.0	Intentionally redirecting harm to save more lives; net harm reduction but active sacrifice.	Unfair to patrol boat crew, but no explicit deception or cheating.	Sacrificing allies (if patrol is friendly) breaches loyalty.	Commander acts within tactical authority to protect lives.	Intentional loss of life violates sanctity, despite utilitarian gain.	No direct restriction of freedoms; irrelevant to scenario.	Saving six justifies sacrificing two, but intentional harm reduces moral acceptability.	-0.85	test	-1.5341531535011497	-1.6385679244995117
385	Effron	Let a civic group hold weekly meetings in his home	orig		2.0	0.0	3.0	0.0	0.0	4.0	3.0	Promotes community engagement; no direct harm.	No unfair advantage or deception involved.	Demonstrates loyalty to community causes.	Neutral; lawful assembly unless opposing authority.	No violation of sanctity; neutral use of home.	Upholds freedom of assembly and expression.	Supports civic engagement and liberty ethically.	1.66486496	test	1.3276051413455876	1.6926249265670776
386	Effron	Could not remember the birthdays of his family members	orig		-1.0	0.0	-2.0	0.0	0.0	0.0	-1.0	Minor neglect of emotional care, not intentional harm.	No deception or unfairness involved.	Minor neglect of family loyalty, not betrayal.	Does not challenge authority structures.	No violation of sanctity or purity.	Does not restrict personal freedom.	Forgetfulness reflects minor neglect, not immorality.	-0.45	test	-0.5868832007608106	-0.5668042898178101
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		-2.0	0.0	0.0	0.0	-3.0	0.0	-2.0	Criticism may cause emotional harm.	No unfairness; subjective critique.	No betrayal implied.	No authority dynamic mentioned.	Insult degrades artistic effort.	No restriction of freedom.	Disrespectful but not severely harmful.	-1.9	test	-1.2284633205929	-1.6692581176757812
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		-3.0	0.0	0.0	-2.0	-4.0	-1.0	-3.0	Potential self-harm and discomfort to others.	No explicit cheating context provided.	Unclear relational context for betrayal.	Public indecency challenges social norms.	Perceived as morally degrading behavior.	Mild infringement on others' comfort.	Public indecency and self-degradation lower acceptability.	-3.0	test	-2.061623208294434	-1.850461483001709
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		-4.0	0.0	0.0	0.0	-2.0	-3.0	-3.0	Intentional physical harm to an enemy combatant.	No direct unfairness in combat context.	No betrayal; enemies lack mutual loyalty.	Combatants act within opposing hierarchies.	Potentially humiliating but contextually limited.	Restricts enemy's autonomy through force.	Intentional harm and oppression outweigh context.	-1.013333333	test	-2.2618763353822295	-1.8124127388000488
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		-1.0	0.0	-2.0	-3.0	0.0	2.0	-1.0	Minor emotional harm to parents via worry.	No direct unfairness or cheating involved.	Disregards family trust, mild disloyalty.	Defies parental rules, challenges authority.	Irrelevant to purity/sanctity norms.	Asserts personal freedom against restrictions.	Minor rule-breaking with mixed moral implications.	-2.3	test	-0.6542141127691248	-0.8636112213134766
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		-4.0	0.0	0.0	0.0	-4.0	0.0	-4.0	Mocking an amputee causes emotional harm.	No direct link to fairness or cheating.	No group loyalty or betrayal involved.	No challenge to authority figures.	Mocking disability degrades human dignity.	Not systemic oppression or liberty issue.	Mocking vulnerability is disrespectful and harmful.	-3.4	test	-2.13649511063769	-2.2145636081695557
392	Effron	Refused to let the neighborhood children play in his yard	orig		-1.0	0.0	0.0	2.0	0.0	-2.0	-1.0	Denies play space but no direct harm.	Property rights; no unfairness in refusal.	No group loyalty conflict involved.	Upholds authority over private property.	No degradation of sanctity implied.	Limits children's liberty to play.	Respects property rights but restricts play.	-0.484848496	test	-0.5206846576359063	-0.8569585084915161
393	Effron	Defaced a large rock with spray paint in a public park	orig		-2.0	0.0	0.0	-3.0	-4.0	-1.0	-3.0	Environmental harm, community displeasure.	No unfair advantage or cheating involved.	No group loyalty violation.	Violates public property laws.	Desecrates natural beauty and public space.	Limits communal enjoyment of park.	Vandalism disrespects community and environment.	-2.27027032	test	-1.766684952835038	-2.002472162246704
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		0.0	-3.0	0.0	-1.0	0.0	1.0	-2.0	No direct harm or help; voucher is earned regardless.	Deception to delay survey for personal gain.	No betrayal of trust or loyalty.	Minor disrespect to survey company's request.	No violation of purity or sanctity.	Exercising liberty to prioritize personal time.	Minor dishonesty but no serious harm.	2.13	test	-0.19072544915533263	-0.20263218879699707
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		0.0	-4.0	4.0	-3.0	0.0	1.0	-2.0	No direct harm; mutual assistance for personal gain.	Explicitly violates academic honesty; undermines fairness.	Upholds mutual loyalty through shared agreement.	Defies academic rules and teacher authority.	Irrelevant to sanctity or degradation.	No oppression; mutual consent enhances liberty.	Cheating and subversion outweigh loyalty benefits.	-1.67	test	-0.23222834961770156	-1.099960446357727
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		-4.0	0.0	0.0	0.0	-3.0	-3.0	-2.0	Intentionally harms one to save six, prioritizing harm reduction.	No explicit unfairness or cheating; utilitarian trade-off.	No betrayal of loyalty; duty to protect workers generally.	No clear defiance of authority; action aligns with safety goals.	Violates sanctity of life by deliberate sacrifice.	Deprives one worker of liberty (life) to save others.	Utilitarian harm reduction but violates moral prohibitions.	-1.04	test	-2.377046167211991	-2.0530378818511963
